	0	1	2
PRJNA309655	Arabidopsis thaliana (thale cress)Photorespiratory stress in catalase deficient plants	"Hydrogen peroxide (H2O2) can act as a signaling molecule that influences various aspects of plant growth and development, including stress signaling and cell death. To unravel the molecular mechanisms that regulate the response towards an impact of increased H2O2 levels in plant cells, we focused on the photorespiration-dependent peroxisomal H2O2 production in Arabidopsis thaliana mutants lacking CATALASE2 (CAT2) activity (cat2-2).
Overall design: Unstressed and stressed samples of cat2-2 in triplicate Less..."	"Kerchev P et al., ""Lack of GLYCOLATE OXIDASE1, but Not GLYCOLATE OXIDASE2, Attenuates the Photorespiratory Phenotype of CATALASE2-Deficient Arabidopsis."", Plant Physiol, 2016 Jul;171(3):1704-19Willems P et al., ""The ROS Wheel: Refining ROS Transcriptional Footprints."", Plant Physiol, 2016 Jul;171(3):1720-33"
PRJNA309713	Arabidopsis thaliana (thale cress)GC-rich coding sequences reduce transposon-like sRNA-mediated transgene silencing in Arabidopsis and maize	"The molecular basis of transgene susceptibility to silencing is poorly characterized in plants, thus we evaluated several transgene design parameters as means to reduce heritable sRNA-mediated transgene silencing. Analyses of Arabidopsis plants with transgenes encoding a microalgal polyunsaturated fatty acid (PUFA) synthase revealed that small RNA (sRNA)-mediated silencing, combined with the use of repetitive regulatory elements, led to aggressive transposable element (TE)-like silencing of canola-biased PUFA transgenes. Diversifying regulatory sequences and using native microalgal coding sequences (CDSs) with higher GC content improved transgene expression and resulted in remarkable trans-generational stability via reduced accumulation of sRNAs and DNA methylation. Further experiments in maize with transgenes individually expressing three Bacillus thuringiensis (Bt) crystal proteins tested the impact of CDSs recoding using different codon bias tables. Transgenes with the higher GC content exhibited increased transcript and protein accumulation. These results demonstrate that the sequence composition of transgene CDSs can directly impact silencing providing design strategies for increasing transgene expression levels and reducing risks of heritable loss of transgene expression.
Overall design: For Arabidopsis data in this series, genome-wide small RNA, transcriptome, methylone profilings were done by Illumina TruSeq sample preparation or in-house protocol (methyl C-seq) followed by high-throughput sequencing with Illumina HiSeq 2000 platform. Data for maize small RNA studies are under a separate GEO series GSE103037. Less..."	"Sidorenko LV et al., ""GC-rich coding sequences reduce transposon-like, small RNA-mediated transgene silencing."", Nat Plants, 2017 Nov;3(11):875-884"
PRJNA296761	Arabidopsis thaliana (thale cress)Transcriptomic profiling analysis of Arabidopsis thaliana induced  exogenous myo-inositol	Myo-inositol (MI) is important for many different developmental and physiological processes in eukaryotes. We report here a comprehensive analysis of the transcriptome that provides information regarding exogenous MI regulated development and physiological metabolism at a molecular level and provides a foundation for future studies of MI function in Arabidopsis and other plants. Less...	
PRJNA310222	Arabidopsis thaliana (thale cress)EIN2 mediates histone H3K14 and non-canonical histone H3K23 acetylation in the nucleus in ethylene response [RNA-seq]	"We report that ENAP1 interacts with EIN3CEND and histone H3, and enhances histone acetylation. We examined the gene expression in ENAP1ox lines, compared with that in COL lines.
Overall design: Whole seedling mRNA profiles of 3-day old wild type (COL) and ENAP1ox (in COL background) were generated by sequencing, in 2 replications, using Illumina HiSeq 2000 Less..."	"Zhang F et al., ""EIN2-dependent regulation of acetylation of histone H3K14 and non-canonical histone H3K23 in ethylene signalling."", Nat Commun, 2016 Oct 3;7:13018"
PRJNA310312	Arabidopsis thaliana (thale cress)mRNA sequencing of Arabidopsis thaliana pdx3 mutants	"Arabidopsis mutants in the PMP/PNP oxidase PDX3 show abberant growth and development.RNA sequencing reveals strong induction of stress-related genes in pdx3, particularly those associated with biotic stress.
Overall design: Whole rosettes (21- days old) of three biological replicates of wild-type and pdx3-3 (SALK_054167C) and pdx3-4 (GK-260E03) mutants, all ecotype Col-0, were sequenced and a differential gene expression analysis was performed. Less..."	"Colinas M et al., ""Balancing of B6 Vitamers Is Essential for Plant Development and Metabolism in Arabidopsis."", Plant Cell, 2016 Feb;28(2):439-53"
PRJNA310306	Arabidopsis thaliana (thale cress)Arabidopsis thaliana Raw sequence reads	We first conducted the global gene expression profiling of Arabidopsis treated by Bacillus amyloliquefaciensvolatiles using Illumina Digital Gene Expression (DGE) profiling both at different growth stages and tissues. The results showed that the same response to Bacillus amyloliquefaciensvolatiles compared to other PGPR, at the same time, the specificresponse in plant were revealed for Bacillus amyloliquefaciensvolatiles. Less...	
PRJNA310683	ArabidopsisArabidopsis Raw sequence reads	High altitude adaptation	
PRJNA310796	Arabidopsis thaliana (thale cress)Arabidopsis thaliana Raw sequence reads	High Altitude Adaptation	
PRJNA310691	Arabidopsis thaliana (thale cress)Arabidopsis thaliana Raw sequence reads	HIgh Altitude Adaptation	
PRJDB1593	Arabidopsis thaliana (thale cress)illumina mRNA-seq analysis for Arabidopsis thaliana max1-1 mutant	Strigolactones are plant hormone that regulates the diverse physiological phenomena such as shoot branching, root hair elongation, lateral root formation and some stress responses. To examine the function of SL in gene expression level, we performed the mRNA-seq analysis for Arabidopsis thaliana max1-1 mutant, which is one of the strigolactone deficient mutants. Less...	
PRJNA311178	Arabidopsis thaliana (thale cress)Genome-wide identiﬁcation of circular RNAs in Arabidopsis thaliana	"To exlore more circRNAs involved in Arabidopsis thaliana, we deeply sequenced 14 samples including whole plants from four developmental stages (rosette leaves > 1 mm in length; rosette growth complete; 50% of flowers to be produced have opened; first silique shattered), aerial part of plants from four stress treatments (control, drought, salinity and heat), five organs (roots, stems, leaves, flowers and siliques) and a mixed sample from whole plants across the lifespan (cotyledons emergence, rosette leaves﹥1 mm, rosette growth complete, first flower open, flourishing florescence, first silique shattered, senescence). The total RNA was purified by rRNA-depletion and linear RNA removal with RNAseR, and paired-end (PE) sequenced by Illumina HiSeq 2500 (read length, PE125, the mixed sample) and Illumina Hiseq X Ten (read length, PE150, 13 independent samples) platforms. We obtained 181.97 Gb raw data (151.37 Gb from 13 samples and 30.6 Gb from a mixed sample) and identified 5861 circRNAs with expression quantity. We annotated the parent genes of these circRNAs and predicted their target sites of microRNAs.
Overall design: A genome-wide identiﬁcation and analysis of circRNAs in Arabidopsis thaliana were performed using the Illumina HiSeq 2500 and Illumina Hiseq X Ten platforms. Less..."	"Chen G et al., ""Genome-Wide Identification of Circular RNAs in Arabidopsis thaliana."", Front Plant Sci, 2017;8:1678"
PRJNA311764	Arabidopsis thaliana (thale cress)Identification of Multiple Proteins Coupling Transcriptional Regulation to Genome Stability in Arabidopsis thaliana	"Eukaryotic genomes are heavily regulated by epigenetic marks that often act to modulate the transcriptional control of genetic elements. In Arabidopsis thaliana the ATXR5 and ATXR6 histone methyltransferases, and their cognate H3K27 monomethylation mark, act in transcriptional silencing while also maintaining genome stability by preventing generation of excess DNA corresponding to pericentromeric heterochromatin. In this study we characterize the atxr5 atxr6 transcriptome and its relationship to the DNA damage response which suggests that the atxr5 atxr6 transcriptional defects may be epistatic to the genome instability defects in the mutants. In addition we isolate several factors that modulate both the transcriptional and genomic instability phenotypes of atxr5 atxr6 mutants, which suggest a mechanism for atxr5 atxr6-induced extra DNA involving conflicts between the replicative and transcriptional processes in the cell.
Overall design: PolyA RNA sequencing (RNA-seq), whole-genome resequencing (DNA-seq), and whole-genome bisulfite sequencing (methyl-seq) was performed on Arabidospsis thaliana mutant and wildtype plants.  DNA-seq was used to characterize DNA copy number and map EMS-induced mutations, RNA-seq was used to quantify transcript abundance and map EMS-induced mutations, and methyl-seq was used to assess DNA methylation. Details of the relationship between samples in this series and figures in the associated manuscript can be found in Supplemental Table 4 of the associated manuscript. Unless otherwise noted in the description all lines are ecotype Columbia, and all genotypes should be assumed homozygous unless otherwise indicated with a '/'. Less..."	"Hale CJ et al., ""Identification of Multiple Proteins Coupling Transcriptional Gene Silencing to Genome Stability in Arabidopsis thaliana."", PLoS Genet, 2016 Jun;12(6):e1006092"
PRJNA312219	Arabidopsis thaliana (thale cress)MTHFD1 controls DNA methylation in Arabidopsis	"In order to further investigate silencing mechanisms, we screened a mutagenized Arabidopsis thaliana population for expression of SDCpro-GFP, redundantly controlled by DNA methyltransferases DRM2 and CMT3. We identified the hypomorphic mutant mthfd1-1, carrying a mutation (R175Q) in the cytoplasmic bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase (MTHFD1). Accumulation of homocysteine and S-adenosylhomocysteine, genome-wide DNA hypomethylation, loss of H3K9me, and transposon derepression indicate that S-adenosylmethionine-dependent transmethylation is inhibited in mthfd1-1.
Overall design: 2 BS-seq datasets for genome-wide analysis of differential DNA methylation, 18 BS-seq datasets for global DNA-methylation analysis, and 3 RNA-seq datasets for differential gene expression analysis. Less..."	"Groth M et al., ""MTHFD1 controls DNA methylation in Arabidopsis."", Nat Commun, 2016 Jun 13;7:11640"
PRJNA312199	Arabidopsis thaliana strain:Col-0 (thale cress)Arabidopsis thaliana Transcriptome or Gene expression	The goal of current study is to unravel transcriptional alterations that are related to the mutation in the plant mitochondrial fatty acid synthase system.	
PRJNA311725	Arabidopsis thaliana cultivar:Col-0 (thale cress)Arabidopsis thaliana cultivar:Col-0 Raw sequence reads	The chloroplast-localized RNA helicase INCREASED SIZE EXCLUSION LIMIT2 (ISE2) is indispensable for proper plant development, and ise2 mutants are embryonically lethal. Importantly, loss of ISE2 in embryos is associated with increased intercellular trafficking that positively correlates with increased formation of plasmodesmata (PD). Intriguingly, phylogenetic analyses reveal that the ISE2 DEVH-type RNA helicase is conserved in all green photosynthetic organisms examined to date, suggesting that its functions are closely related to oxygenic photosynthesis. We show that ISE2 has the potential to interact with numerous chloroplast-localized proteins, and the interaction with the plastid ribosomal protein L15 (RPL15) was confirmed in vivo by co-immunoprecipitation. We also demonstrate that similar to ISE2, RPL15 is an essential gene, and depending on the approach plants depleted of RPL15 consistently develop chlorotic leaves or are embryonic lethal, as do ISE2-depleted plants. In addition, chloroplast-encoded proteins accumulate to lower levels in RPL15-depleted leaves, consistent with its role as a ribosomal protein. Some nucleus-encoded chloroplast proteins should little or no changes on loss of RPL15, suggesting that the effect on chloroplast proteins was specific. Notably, loss of RPL15 results in increased PD formation that positively correlates with increased intercellular trafficking in affected leaves. Collectively, these data support the emerging hypothesis that chloroplasts have an important role in regulating intercellular trafficking and PD biogenesis. Less...	
PRJNA312524	Arabidopsis thaliana strain:Columbia-0 (Col-0) (thale cress)Transcriptomic effects of the cell cycle regulator LGO in Arabidopsis sepals	This study analyses the effects of gene activity in Arabidopsis thaliana sepals of overexpressing a cell cycle regulator, LGO/SMR1. Sepals are the protective organs of flowers in the thale cress A. thaliana; LGO/SMR1 is an inhibitor of cyclin-dependent kinases (CDKs) from the SIAMESE-related (SMR) family. The effects of LGO overexpression were observed both in a wild-type genetic background, and in a background mutant for the transcriptional regulator ATML1 (which itself, in normal sepals, acts in concert with LGO to promote endoreduplicated giant cell fates). Previous genetic work has shown that overexpression of LGO in sepals can drive endoreduplicated giant cell fate directly; this study analyzes the possible transcriptomic underpinnings of this developmental phenomenon. Less...	
PRJNA312637	Arabidopsis thaliana (thale cress)RNA-seq analysis of transcriptomes in cae2-1, CA1-1 and cae2-1 CA1-1 Arabidopsis genotypes	"Transcriptome comparison was used to determine the genes that are affected by the mutations in cae2-1, CA1-1 and the cae2-1 CA1-1 enhancer.
Overall design: mRNA profiles of young shoots from four genotypes showing various cotyledon cell shape phenotypes, each with two biological replicates. Less..."	"Zhang B et al., ""C-terminal domain (CTD) phosphatase links Rho GTPase signaling to Pol II CTD phosphorylation in Arabidopsis and yeast."", Proc Natl Acad Sci U S A, 2016 Dec 13;113(50):E8197-E8206"
PRJNA308375	Arabidopsis thaliana strain:CS6000 (thale cress)Arabidopsis thaliana strain:CS6000 Transcriptome or Gene expression	PAT-seq data of unopened flower and root	
PRJNA312431	Arabidopsis thaliana strain:Col-0 (thale cress)NADs identification in A. thaliana	Raw DNA-seq data from A. thaliana nuclear or nucleolar DNA and polyA plus RNA-seq data	
PRJNA313379	Arabidopsis thaliana (thale cress)Time course transcriptional profiles of the Arabidopsis thaliana response to flg22 infiltration for all combinatorial genotypes of the alleles dde2-2, ein2-1, pad4-1, and sid2-2.	"Plant immunity protects plants from numerous potentially pathogenic microbes. The biological network that controls plant inducible immunity must function effectively even when network components are targeted and disabled by pathogen effectors. Network buffering could confer this robustness by allowing different parts of the network to compensate for loss of each other’s functions. Networks rich in buffering rely on interactions within the network, but these mechanisms are difficult to study by simple genetic means. Through a network reconstitution strategy, where we disassemble and stepwise reassemble the plant immune network that mediates Pattern-Triggered-Immunity, we have resolved systems-level regulatory mechanisms underlying the Arabidopsis transcriptome response to the immune stimulant flagellin-22 (flg22). These mechanisms show widespread evidence of interactions among major sub-networks—the components that we call sectors—in the flg22-responsive transcriptome. Many of these interactions result in network buffering. Resolved regulatory mechanisms also show unexpected patterns for how the jasmonate (JA), ethylene (ET), phytoalexin-deficient 4 (PAD4), and salicylate (SA) signaling sectors control the transcriptional response to flg22. We demonstrate that many of these mechanisms are hidden from the traditional genetic approach of single-gene null-mutant analysis. As potential pathogenic perturbations to the network, null-mutant effects can be buffered by the immune network as well.
Overall design: We profiled the Arabidopsis thaliana response to flg22 infiltration in the wild type (Col-0), as well as 4 single-gene mutants, 6 double-gene mutants, 4 triple-gene mutants, a quadruple-gene mutant for the null-mutant alleles dde2-2, ein2-1, pad4-1, and sid2-2, as well as a control genotype, fls2, which has a null-mutation in the flg22 receptor gene. Profiles were collected through a detailed time course 0, 1, 2, 3, 5, 9, and 18 hrs after infiltration. 0 hrs samples were untouched. Three biological replicates were profiled for each genotype:time combination. Each biological replicate was collected from the pooled tissue of 4 independent biological experiments. In each of these experiments, 3 leaves, leaf stages 7-9, of 31-32 days old plants were infiltrated with 1uM flg22 and collected at the indicated timepoint. Thus each biological replicate contained the tissue of 4*3 = 12 leaves. In total, 357 separate samples were sequenced: 17 genotypes * 7 time points * 3 biological replicates = 357. Internal barcodes—the first 4-8 bases of the sequence—were used to multiplex stranded mRNA Tag-Seq libraries (1) for sets of 16 samples each into a single lane of an Illumina Genome Analyzer IIX flowcell. References. 1.  Rallapalli G, Kemen EM, Robert-Seilaniantz A, Segonzac C, Etherington GJ, Sohn KH, et al. EXPRSS: an Illumina based high-throughput expression-profiling method to reveal transcriptional dynamics. BMC Genomics. 2014 Jan;15:341.
Please note that [1] concise genotype name indicates the presence (uppercase) or absence (lowercase) of the sectors JA, ET, PAD4, and SA. dde2-2, ein2-1, pad4-1, and sid2-2 remove the JA, ET, PAD4, and SA signaling sectors, respectively. [2] the readme.txt contains Sample acc, title and processed data column headers indicating which sample each data column belongs to. Less..."	"Hillmer RA et al., ""The highly buffered Arabidopsis immune signaling network conceals the functions of its components."", PLoS Genet, 2017 May;13(5):e1006639"
PRJNA314105	Arabidopsis thaliana (thale cress)Arabidopsis AtMORC4 and AtMORC7 form Nuclear Bodies and Repress a Large Number of Protein-Coding Genes	"The MORC family of GHKL ATPases are an enigmatic class of proteins with diverse chromatin related functions. In Arabidopsis, AtMORC1, AtMORC2, and AtMORC6 act together in heterodimeric complexes to mediate transcriptional silencing of methylated DNA elements. Here, we studied Arabidopsis AtMORC4 and AtMORC7. We found that, in contrast to AtMORC1,2,6, they act to suppress a wide set of non-methylated protein-coding genes that are enriched for those involved in pathogen response. Furthermore, atmorc4 atmorc7 double mutants show a pathogen response phenotype. We found that AtMORC4 and AtMORC7 form homomeric complexes in vivo and are concentrated in discrete nuclear bodies adjacent to chromocenters. Analysis of an atmorc1,2,4,5,6,7 hextuple mutant demonstrates that transcriptional de-repression is largely uncoupled from changes in DNA methylation in plants devoid of MORC function. However, we also uncover a requirement for MORC in both DNA methylation and silencing at a small but distinct subset of RNA-directed DNA methylation target loci. These regions are characterized by poised transcriptional potential and a low density of sites for symmetric cytosine methylation. These results provide insights into the biological function of MORC proteins in higher eukaryotes.
Overall design: This dataset includes: 6 BS-seq and 26 RNA-seq datasets Less..."	"Harris CJ et al., ""Arabidopsis AtMORC4 and AtMORC7 Form Nuclear Bodies and Repress a Large Number of Protein-Coding Genes."", PLoS Genet, 2016 May;12(5):e1005998"
PRJNA314484	Arabidopsis thaliana (thale cress)Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type (Col), hda6, hda5, hda9, fld and fve mutants	"The goals of this study are to compare the RNA profiling by NGS in different mutants and Genome-wide analysis of gene regulatory networks
Overall design: 14-day old plant of Col and each mutants were generated by deep sequencing, using Illumina HiSeq™ 2500"	"Yu CW et al., ""Genome-Wide Analysis of Gene Regulatory Networks of the FVE-HDA6-FLD Complex in Arabidopsis."", Front Plant Sci, 2016;7:555"
PRJNA314522	Arabidopsis thaliana (thale cress)Lincomycin effect on PIFq-regulated transcriptome	"RNA-seq experiment of WT and pifq mutant seedlings grown for 3 days in darkness in presence or absence of Lincomycin.
Overall design: Transcriptome profiles of the wild-type (WT) and pif1pif3pif4pif5 (pifq) quadruple mutant seedlings grown for 3 days in the dark in presence or absence of Lincomycin. Biological triplicate samples were analyzed from libraries constructed using a 3'-capture, 5' to 3' directional method. Less..."	"Martín G et al., ""Phytochrome and retrograde signalling pathways converge to antagonistically regulate a light-induced transcriptional network."", Nat Commun, 2016 May 6;7:11431"
PRJNA314692	Arabidopsis thaliana (thale cress)Gene expression profiling shows that combination of jazQ and phyB-9 mutations promotes additive and enhanced expression of growth- and defense-related genes	"The quintuple jaz mutant jazQ and the phytochrome mutant phyB-9 affect plant growth and defense. We used RNA-sequencing to query the transcriptomes of jazQ and phyB-9, as well as the combined jazQ phyB-9 sextuple mutatant, and examined how these mutations alter the expression of growth- and defense-associated genes. The data highlight how jasmonate and light signaling pathways contribute to growth and defense, and how their removal genetically promotes additive responses.
Overall design: Analysis of Col-0 (wildtype), jazQ, phyB-9, and jazQ phyB-9 (four genotypes), with three biological replicates per genotype - 12 total samples. Less..."	"Campos ML et al., ""Rewiring of jasmonate and phytochrome B signalling uncouples plant growth-defense tradeoffs."", Nat Commun, 2016 Aug 30;7:12570"
PRJNA314824	Arabidopsis thaliana (thale cress)arabidopsis thaliana Raw sequence reads, Ethylene and Pi starvation-induced root hair development	Characterization of the Arabidopsis mutant hps5 and comparative RNA-seq analyses identified the downstream targets of ethylene signaling involved in Pi starvation-induced root hair development.	
PRJNA315302	Arabidopsis thaliana (thale cress)The second subunit of DNA-polymerase delta is required for genomic stability and epigenetic regulation	"DNA polymerase δ plays crucial roles in DNA repair and replication, and maintaining genomic stability. However, the function of POLD2, the second small subunit of DNA polymerase δ, has not been characterized yet in Arabidopsis. During a genetic screen for release of TGS, we identified a mutation in POLD2. Whole-genome bisulfite sequencing indicated that POLD2 is not involved in the regulation of DNA methylation. POLD2 genetically interacts with ATR and DNA polymerase α. The pold2-1 mutant exhibits genomic instability with a high frequency of homologous recombination (HR). It also exhibits hypersensitivity to DNA-damaging reagents, and short telomere length. Whole-genome ChIP-seq and RNA-seq analyses suggest that pold2-1 changes H3K27me3 and H3K4me3 modifications, and these changes are correlated with the gene expression levels. Our study suggest that POLD2 is required for maintaining genome integrity, and properly establishing the epigenetic markers during DNA replication to modulate gene expression.
Overall design: Examine DNA methylation, histone modification and RNA expression changes by whole-genome bisulfite sequencing; RNA sequencing; H3K27me3-, H3K4me3-, H3K9me2-, H3-ChIP-seq in A. thaliana wild type and pold2 mutant Less..."	"Zhang J et al., ""The Second Subunit of DNA Polymerase Delta Is Required for Genomic Stability and Epigenetic Regulation."", Plant Physiol, 2016 Jun;171(2):1192-208"
PRJNA315374	Arabidopsis thaliana (thale cress)Transcript profiling of the roots and leaves of opt3-2 mutant and wild type Arabidopsis	"Illumina 100bp single end sequencing was used to profile the transcriptomes of wild type (Columbia) and opt3-2 mutant Arabdiopsis leaves and roots under hydroponic conditions ( 4 weeks old, bolting stage).  Sequencing resulted in 381 million uniquely mapping reads accross 36 libraries.  Each sample was barcoded and divided into three sequencing lanes, while each genotype/tissue combination is represented by 3 biological replicates consisting of 3-4 individual plants (2 genotypes x 2 tissues x 3 biological replicates x 3 technical replicates = 36 libraries).  Our results show the leaves and roots of the opt3-2 mutant have different iron sensing transcriptional programs in place which is independent of the iron status of the plant.
Overall design: Transcript profiling of the roots and leaves of opt3-2 mutant and wild type Arabidopsis Less..."	"Khan MA et al., ""Changes in iron availability in Arabidopsis are rapidly sensed in the leaf vasculature and impaired sensing leads to opposite transcriptional programs in leaves and roots."", Plant Cell Environ, 2018 Oct;41(10):2263-2276"
PRJNA315353	Arabidopsis thaliana strain:Col-0 (thale cress)Arabidopsis thaliana strain:Col-0 Transcriptome or Gene expression	Coilin is a marker protein for subnuclear organelles known as Cajal bodies, which are involved in various RNA metabolic processes including the biogenesis and maturation of spliceosomal small nuclear ribonucleoprotein particles. We identified eight coilin loss-of-function mutations in a genetic screen for Arabidopsis thaliana mutants showing either reduced or enhanced expression of an alternatively-spliced GFP reporter gene. To study transcription and alternative splicing in the coilin mutants, we carried out RNA-seq on selected mutants and wild-type plants Less...	
PRJNA315570	Arabidopsis thaliana (thale cress)Genome-wide analysis of transcription, H2A.Z, nucleosomes and HSF1 dynamics in response to temperature increase in Arabidopsis thaliana [RNA-seq I]	"Plants are sessile organisms and therefore must sense and respond to changes of their surrounding conditions such as ambient temperature, which vary diurnally and seasonally. It is not yet clear how plants sense temperature and integrate this information into their development. We have previously shown that H2A.Z-nucleosomes are evicted in response to warmer temperatures. It is not clear however, whether the link between transcriptional responsiveness and changes in H2A.Z binding in context of temperature shifts is a global trend that can be seen throughout the genome, or the phenomenon is specific to a specialised set of temperature-responsive genes. In addition to the role of H2A.Z-nucleosome dynamics in the transcriptional response to temperature, it was shown that genes strongly misregulated in the h2a.z mutant are enriched for gene categories involved in response to multiple environmental cues. This suggests that H2A.Z could be implicated in the transcriptional response to various environmental inputs, raising the question: What brings the specificity of H2A.Z dynamics in response to temperature? To address this question we have profiled H2A.Z-nucleosome occupancy genome wide (using ChIP-seq) during a time course after temperature variation and compared its dynamics to transcriptional changes. We identified a fast, targeted and transient eviction of H2A.Z associated with transcriptional activation in response to temperature for a few hundreds genes. This eviction is associated with a reduction of the stability of the nucleosome. Moreover the genes with a fast H2A.Z eviction were strongly enriched in heat shock elements in their promoter and we observed a strong association between HSF1 binding and H2AZ eviction at warm temperature. These results highlight the importance of the interplay between transcription factors and chromatin to allow a controlled and dynamics response to temperature.
Overall design: RNA-seq were generated in duplicate for seedlings shifted to warm temperature Less..."	"Cortijo S et al., ""Transcriptional Regulation of the Ambient Temperature Response by H2A.Z Nucleosomes and HSF1 Transcription Factors in Arabidopsis."", Mol Plant, 2017 Oct 9;10(10):1258-1273"
PRJNA315773	Arabidopsis thaliana (thale cress)FPS down-regulation alters chloroplast development and triggers an sterol-dependent induction of JA-related and Fe deficiency transcriptional responses	"In order to study the role of Farnesyl diphosphate synthase (FPS) in post-embryonic plant development, we generated Arabidopsis conditional knockdown mutants expressing amiRNAs devised to simultaneously silence both FPS (FPS1 and FPS2) genes. The expression of the amiRNAs is regulated by using a methoxyfenozide (MFZ) inducible promoter. An RNAseq analysis was made to compare the differentially expressed genes between control (not induced)  and silenced (MFZ-induced) amiFPSa Arabidopsis seedlings. Differential gene expression analysis shows that a reduction in FPS activity levels triggers misregulation of genes involved in biotic and abiotic stress responses, the most prominent being the rapid induction of a set of genes related to the jasmonic acid (JA) pathway. Down-regulation of FPS also triggered a Fe-deficiency transcriptional response that is consistent with the Fe-deficient status observed in FPS silenced plants.
Overall design: To induce FPS gene silencing, seedlings were germinated and grown for three days on sterile filter papers that were first placed on MS plates and subsequently transferred onto new MS plates supplemented (treatment) or not (control) with 30 µM MFZ for five days more. Three independent pools of seedlings (100 mg of FW) were collected per each treatment. Seedlings were ground to a fine powder using TissueLyser equipment and used for extraction of RNA. The quality and quantity of total RNA samples were assessed using a Bionalyzer Expert 2100 Instrument (Agilent Technologies) and an equimolar mixture of RNA samples from each treatment was prepared. The RNA samples (3 μg) were fragmented and ligated with adaptors prior to cDNA synthesis and PCR amplification. The cDNA libraries were prepared according to the Illumina protocols and sequenced using an Illumina HiSeq2000 machine to perform 2x100 paired-end sequencing. Less..."	"Manzano D et al., ""Suppressing Farnesyl Diphosphate Synthase Alters Chloroplast Development and Triggers Sterol-Dependent Induction of Jasmonate- and Fe-Related Responses."", Plant Physiol, 2016 Sep;172(1):93-117"
PRJNA315406	Arabidopsis thaliana cultivar:Columbia-0 (thale cress)Plasmodesmata localizing proteins regulate transport and signaling during systemic immunity	Symplastic intracellular transport between adjacent cells occurs via channels known as plasmodesmata (PD). We show that phloem loading of the systemic acquired resistance (SAR)-inducing azelaic acid (AzA) and glycerol-3-phosphate (G3P) occurs via the symplast, whereas that of salicylic acid (SA) occurs via the apoplast. The PD localizing proteins (PDLP) 1 and 5, which regulate PD permeability, are involved in SAR; PD permeability is comparable to or ~25% higher than wild-type plants in the SAR defective pdlp1 and 5 mutants, respectively. Interestingly, constitutive or inducible overexpression of PDLP5, which drastically reduces (~70%) PD permeability, also impaires SAR. PDLP1 interacts with AZI1 (required for AzA- and G3P-induced SAR) and contributes to the intracellular partitioning of this lipid transfer-like protein. Together, these results reveal the transport routes of SAR chemical signals and highlight the regulatory role of PD localizing proteins in SAR. Less...	
PRJNA316079	Arabidopsis thaliana (thale cress)bZIP17 Transcriptome	bZIP17 Transcriptome under osmotic stress	
PRJNA316045	Arabidopsis thaliana (thale cress)Arabidopsis thaliana Raw sequence reads	High-throughput approaches for profiling the 5' ends of RNA degradation intermediates on a genome-wide scale are frequently applied in the validation of cleavage sites guided by microRNAs (miRNAs). However, the complexity of the RNA degradome beyond miRNA targets currently is largely unclear which limits the application of degradome. We provide multiple lines of evidence to show that ribosome footprints are widespread in the plant degradome. A 3-nt periodicity and a bias toward the translational frame were observed in the analysis of 5’ truncated mRNA ends mapped to the coding sequence (CDS). In addition, predominant 5’ termini of RNA degradation intermediates separated by a length equal to a ribosome-protected fragment were evident in the conserved peptide upstream open reading frames (uORFs). Through the analysis of degradome data, we uncovered novel ribosome stalling uORFs including a lineage specific uORF in the Brassicaceae family. Phased degradation signatures of stacked ribosomes were also identified in the CDS of multiple genes. Furthermore, we show that the binding of ARGONAUTE7 to a non-cleavable target site of miR390 might directly hinder ribosome movement. This work shows that the RNA degradome contains in vivo ribosome-protected mRNA fragments and demonstrates an alternative use of degradome data in the study of ribosome stalling. Less...	
PRJNA316096	Arabidopsis thaliana (thale cress)Arabidopsis Messenger RNA N6-methyladenosine Demethylation Regulates Plant Development	"N6-methyladenosine (m6A) is the most abundant internal modification in the messenger RNA (mRNA) of all higher eukaryotes. This modification has been shown to be reversible in mammals; it is installed by a methyltransferase heterodimer complex of METTL3 and METTL14 bound with WTAP, and reversed by iron(II)- and α-ketoglutarate-dependent demethylases FTO and ALKBH5. This modification exhibits significant functional roles in various biological processes. The m6A modification as a RNA mark is recognized by reader proteins, such as YTH domain family proteins and HNRNPA2B1; m6A can also act as a structure switch to affect RNA-protein interactions for biological regulation. In Arabidopsis thaliana, the methyltransferase subunit MTA (the plant orthologue of human METTL3, encoded by At4g10760) was well characterized and FIP37 (the plant orthologue of human WTAP) was first identified as the interacting partner of MTA. Here we report the discovery and characterization of reversible m6A methylation mediated by AtALKBH10B (encoded by At4g02940) in A. thaliana, and noticeable roles of this RNA demethylase in affecting plant development and floral transition. Our findings reveal potential broad functions of reversible mRNA methylation in plants.
Overall design: m6A peaks were identified from wild type Columbia-0 and atalkbh10b-1 mutant in three biological replicates Less..."	"Duan HC et al., ""ALKBH10B Is an RNA N6-Methyladenosine Demethylase Affecting Arabidopsis Floral Transition."", Plant Cell, 2017 Dec;29(12):2995-3011"
PRJNA316113	Arabidopsis thaliana cultivar:Col-0 (thale cress)Arabidopsis thaliana cultivar:Col-0 Raw sequence reads	RNA-Sequencing of clv3-2 shoot apical meristems, early flowers and whole plants. Goal was to define an expression map of clv3-2 meristematic cells.	
